event_id,event_date,event_quarter,regime,target_factor,timing_factor,ois_1m_mew,ois_6m_mew,stoxx50_mew,rate_factor_for_screen,yield_response_for_screen,equity_response_for_screen,rate_factor_sign,yield_response_sign,equity_response_sign,information_effect_screen,contamination_flag,monthly_identification_window
ECB_20240307,2024-03-07,2024Q1,tightening_regime,0.1875702704546211,1.3788339245887562,0.2700090408325194,-0.6800174713134765,0.7169133955453516,0.1875702704546211,-0.6800174713134765,0.7169133955453516,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20240411,2024-04-11,2024Q2,tightening_regime,-0.1047174438156598,0.2737189787225029,0.3199815750122069,0.0,0.224505349778961,-0.1047174438156598,0.0,0.224505349778961,negative,zero,positive,ambiguous_zero_response,True,True
ECB_20240606,2024-06-06,2024Q2,tightening_regime,-0.4707849265710285,0.1890445788445943,-0.0550270080566406,1.990008354187012,-0.2041913333386511,-0.4707849265710285,1.990008354187012,-0.2041913333386511,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20240718,2024-07-18,2024Q3,tightening_regime,-0.0804389446844049,0.313318786438203,0.2150297164916991,-0.4799842834472656,0.107337736831363,-0.0804389446844049,-0.4799842834472656,0.107337736831363,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20240912,2024-09-12,2024Q3,tightening_regime,-0.4063457371127781,2.006063314052821,0.0299930572509765,1.999998092651367,-0.7621695025977239,-0.4063457371127781,1.999998092651367,-0.7621695025977239,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20241017,2024-10-17,2024Q4,tightening_regime,-0.9548457585158988,-1.6372787903347277,-0.690007209777832,-3.499984741210938,0.1332016810589435,-0.9548457585158988,-3.499984741210938,0.1332016810589435,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20241212,2024-12-12,2024Q4,tightening_regime,1.1044570294062823,0.5918179885776172,1.199960708618164,2.399992942810059,0.2452823487159197,1.1044570294062823,2.399992942810059,0.2452823487159197,positive,positive,positive,possible_information_shock,True,True
ECB_20250130,2025-01-30,2025Q1,tightening_regime,-0.3773678484257093,-0.4922906054173506,0.0,-1.799988746643066,0.0115749391483512,-0.3773678484257093,-1.799988746643066,0.0115749391483512,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20250306,2025-03-06,2025Q1,tightening_regime,-0.5263345801908061,-0.8080078168494226,-0.1999855041503906,2.499985694885254,0.4407927656254911,-0.5263345801908061,2.499985694885254,0.4407927656254911,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20250417,2025-04-17,2025Q2,tightening_regime,-0.8251116141352567,-1.0640425789156829,-0.6999969482421875,-5.699992179870605,0.1266447536063889,-0.8251116141352567,-5.699992179870605,0.1266447536063889,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20250605,2025-06-05,2025Q2,tightening_regime,-2.7139711882436193,1.083970575400644,-2.500009536743164,2.799999713897705,-0.4697474829869329,-2.7139711882436193,2.799999713897705,-0.4697474829869329,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20250724,2025-07-24,2025Q3,tightening_regime,-0.1329645747340561,1.210442090370551,0.2000093460083008,2.300000190734863,-0.391524020930951,-0.1329645747340561,2.300000190734863,-0.391524020930951,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20250911,2025-09-11,2025Q3,tightening_regime,-0.3859965340053088,-1.4951812831924292,-0.5000114440917968,-1.150000095367432,0.2722034837643795,-0.3859965340053088,-1.150000095367432,0.2722034837643795,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20251030,2025-10-30,2025Q4,tightening_regime,-0.368935345620773,0.6418485897340785,0.0,-0.0499963760375976,0.3531982758976264,-0.368935345620773,-0.0499963760375976,0.3531982758976264,negative,negative,positive,possible_pure_monetary_shock,False,True
